customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
281,33,Female,Canada,57471,77,29,37.31,9,23,0.63,0,"Great experience, will shop again!",2025-06-04
282,56,Male,Germany,136920,7,35,48.4,13,20,0.78,0,Excellent customer service.,2025-06-25
283,45,Male,Germany,136571,35,20,63.61,5,14,0.04,0,Love the products and fast shipping.,2025-06-18
284,49,Female,USA,141475,50,27,62.74,7,1,0.31,0,Excellent customer service.,2025-09-14
285,21,Female,UK,88755,51,10,41.16,0,22,0.68,0,Very satisfied with my purchase.,2025-08-12
286,29,Female,Japan,105076,73,27,51.17,7,25,0.09,0,"Great experience, will shop again!",2025-05-22
287,66,Female,USA,112222,73,42,56.74,15,11,0.94,0,The website is easy to use.,2025-07-29
288,56,Female,UK,59216,9,13,41.65,5,27,0.63,0,Excellent customer service.,2025-07-20
289,50,Female,India,64374,61,29,41.44,10,2,0.23,0,Very satisfied with my purchase.,2025-08-27
290,46,Female,Germany,105024,100,22,68.51,4,10,0.68,0,Excellent customer service.,2025-05-09
291,43,Female,USA,81565,50,11,49.82,0,17,0.42,0,Good quality and value for money.,2025-09-18
292,24,Male,Japan,140271,46,12,62.88,0,30,0.4,0,Very satisfied with my purchase.,2025-09-12
293,30,Male,Japan,126296,6,31,39.88,11,18,0.49,0,"Great experience, will shop again!",2025-09-28
294,59,Male,Canada,172758,41,29,57.17,8,22,0.23,0,Good quality and value for money.,2025-08-26
295,31,Female,Australia,96426,77,39,57.84,12,2,0.92,0,Love the products and fast shipping.,2025-05-18
296,26,Male,USA,140598,60,30,65.52,8,29,0.45,0,Excellent customer service.,2025-06-25
297,20,Male,USA,145463,99,18,75.83,0,14,0.32,0,Good quality and value for money.,2025-08-09
298,64,Female,Germany,86224,41,32,41.32,11,21,0.37,0,Love the products and fast shipping.,2025-06-22
299,28,Male,Canada,61683,44,9,42.38,1,27,0.32,0,The website is easy to use.,2025-05-03
300,51,Male,Australia,163129,84,38,63.47,11,28,0.3,0,"Great experience, will shop again!",2025-08-24
301,53,Female,Canada,119923,39,33,60.82,12,21,0.56,0,Good quality and value for money.,2025-09-25
302,20,Male,Japan,71344,20,12,41.41,2,27,0.55,0,Excellent customer service.,2025-06-20
303,61,Male,USA,146572,39,38,62.9,12,20,0.23,0,"Great experience, will shop again!",2025-05-11
304,58,Female,Brazil,81632,42,33,48.47,13,21,0.68,0,Love the products and fast shipping.,2025-10-26
305,57,Male,USA,113834,81,15,57.06,1,14,0.4,0,Love the products and fast shipping.,2025-06-09
306,68,Female,Australia,55122,44,21,45.65,6,20,0.48,0,Good quality and value for money.,2025-07-26
307,20,Female,USA,76005,29,12,41.99,2,11,0.13,0,"Great experience, will shop again!",2025-05-22
308,34,Female,India,52430,88,37,54.24,13,4,0.34,0,Love the products and fast shipping.,2025-05-31
309,23,Female,France,23668,52,9,43.14,1,12,0.94,0,"Great experience, will shop again!",2025-07-07
310,67,Male,UK,162555,20,36,64.93,12,25,0.54,0,Very satisfied with my purchase.,2025-09-26
311,61,Female,Australia,173599,20,10,54.41,0,25,0.21,0,Very satisfied with my purchase.,2025-09-29
312,40,Female,Brazil,45428,20,7,42.11,2,12,0.45,1,The product did not match the description.,2024-05-19
313,54,Female,Germany,135850,13,24,51.59,7,23,0.62,0,The website is easy to use.,2025-08-07
314,61,Male,Australia,161140,24,25,59.9,7,30,0.51,0,The website is easy to use.,2025-06-28
315,46,Female,USA,49262,56,7,40.61,0,2,0.06,1,The product did not match the description.,2024-12-15
316,29,Male,USA,74186,14,17,44.17,5,29,0.84,0,Excellent customer service.,2025-09-05
317,47,Female,India,42955,93,33,46.14,11,7,0.7,0,The website is easy to use.,2025-10-03
318,33,Female,India,28817,9,16,35.17,6,9,0.1,0,Love the products and fast shipping.,2025-08-26
319,40,Female,Australia,107819,48,28,45.07,9,10,0.56,0,Good quality and value for money.,2025-05-21
320,27,Female,Australia,89494,24,14,47.83,4,7,0.18,0,"Great experience, will shop again!",2025-06-07
321,31,Male,Canada,86709,4,6,31.13,1,18,0.06,0,"Great experience, will shop again!",2025-09-23
322,38,Male,Germany,107450,86,24,55.59,5,22,0.93,0,Excellent customer service.,2025-07-04
323,58,Male,Brazil,29526,67,12,33.05,1,12,0.65,0,Good quality and value for money.,2025-06-01
324,35,Female,Japan,53144,23,28,35.35,11,16,0.91,0,Very satisfied with my purchase.,2025-05-28
325,55,Female,India,95949,47,35,57.62,12,21,0.59,0,Good quality and value for money.,2025-08-29
326,48,Female,Japan,125763,20,35,55.06,13,15,0.21,0,Good quality and value for money.,2025-05-31
327,40,Female,Japan,45245,79,12,54.37,1,17,0.67,0,Excellent customer service.,2025-07-13
328,41,Male,Canada,129605,58,33,54.66,10,12,0.79,0,Good quality and value for money.,2025-10-10
329,35,Female,Canada,77387,67,22,39.0,6,1,0.93,0,Excellent customer service.,2025-09-29
330,67,Male,USA,160779,67,27,56.29,5,21,0.8,0,The website is easy to use.,2025-07-20
331,56,Male,Brazil,78055,44,40,45.32,15,7,0.32,0,Love the products and fast shipping.,2025-07-31
332,20,Male,Brazil,69889,80,12,51.0,0,29,0.16,0,Excellent customer service.,2025-10-21
333,24,Male,UK,92188,71,15,52.09,2,9,0.71,0,Love the products and fast shipping.,2025-09-15
334,38,Male,India,75476,9,19,31.96,6,22,0.46,0,Excellent customer service.,2025-09-09
335,59,Female,Germany,103744,22,18,39.86,6,22,0.66,0,Excellent customer service.,2025-10-09
336,36,Male,USA,126357,7,19,48.87,5,4,0.5,0,The website is easy to use.,2025-06-17
337,62,Female,India,60891,32,19,45.29,7,23,0.5,0,Excellent customer service.,2025-06-18
338,26,Female,USA,46915,95,27,54.65,7,2,0.4,0,Love the products and fast shipping.,2025-05-19
339,68,Female,Germany,71766,69,29,38.37,9,5,0.31,0,"Great experience, will shop again!",2025-07-21
340,59,Female,USA,154918,39,11,65.66,0,15,0.62,0,Love the products and fast shipping.,2025-09-17
341,54,Female,Canada,119329,41,17,55.08,3,9,0.6,0,Good quality and value for money.,2025-07-12
342,21,Male,Japan,134897,14,15,41.69,3,3,0.25,0,Excellent customer service.,2025-10-07
343,28,Female,Australia,68589,89,33,47.12,10,3,0.6,0,Love the products and fast shipping.,2025-05-30
344,57,Male,France,91622,38,9,38.75,0,27,0.75,0,Very satisfied with my purchase.,2025-10-16
345,57,Female,Germany,154633,78,44,57.83,14,26,0.31,0,Excellent customer service.,2025-08-24
346,61,Male,Japan,164608,53,36,66.99,11,5,0.09,0,Excellent customer service.,2025-05-22
347,30,Male,India,40720,7,20,35.12,9,3,0.87,1,"Poor quality, item broke after a week.",2024-09-26
348,54,Male,USA,90207,25,27,34.99,10,17,1.0,0,The website is easy to use.,2025-09-23
349,27,Female,Germany,85244,83,26,44.84,6,3,0.58,0,Love the products and fast shipping.,2025-07-15
350,44,Female,India,41699,65,29,35.29,10,23,0.22,0,Very satisfied with my purchase.,2025-05-16
351,54,Male,India,91760,77,38,48.15,12,11,0.3,0,Very satisfied with my purchase.,2025-06-24
352,28,Male,Australia,79183,98,13,48.9,0,16,0.24,0,Very satisfied with my purchase.,2025-08-26
353,37,Male,UK,122750,2,30,48.1,11,23,0.76,0,Excellent customer service.,2025-05-25
354,69,Female,India,49856,23,37,28.22,15,11,0.34,0,Love the products and fast shipping.,2025-05-13
355,27,Female,France,44243,26,18,28.26,6,18,0.55,0,The website is easy to use.,2025-08-18
356,29,Female,India,63116,10,16,26.43,5,20,0.83,0,Good quality and value for money.,2025-09-01
357,34,Female,Japan,50075,31,23,42.36,8,30,0.1,0,Excellent customer service.,2025-08-18
358,28,Female,USA,121730,50,18,54.06,4,6,0.73,0,"Great experience, will shop again!",2025-07-12
359,33,Female,Brazil,70864,78,22,42.83,5,3,0.69,0,Very satisfied with my purchase.,2025-06-08
360,22,Male,Germany,130664,30,17,59.04,3,23,0.25,0,Love the products and fast shipping.,2025-09-01
361,49,Female,USA,74588,27,27,39.1,10,26,0.35,0,The website is easy to use.,2025-10-19
362,27,Male,USA,87187,60,11,56.83,1,12,0.93,0,Very satisfied with my purchase.,2025-08-29
363,45,Female,Brazil,67250,98,26,48.49,7,8,0.43,0,Good quality and value for money.,2025-07-11
364,18,Female,UK,86723,77,13,48.29,0,3,0.01,1,"Poor quality, item broke after a week.",2025-03-13
365,61,Male,UK,147444,5,14,55.9,2,16,0.96,1,Customer service was unhelpful.,2024-06-30
366,19,Female,USA,81297,16,4,39.53,0,21,0.64,1,The product did not match the description.,2024-04-02
367,51,Male,USA,155091,81,44,72.98,13,18,0.91,0,Love the products and fast shipping.,2025-07-22
368,55,Male,India,26648,50,26,40.25,9,7,0.07,0,Very satisfied with my purchase.,2025-05-28
369,57,Female,USA,151940,20,18,60.56,3,3,0.89,0,Excellent customer service.,2025-05-15
370,69,Male,Germany,97198,16,16,45.09,5,11,0.97,0,Very satisfied with my purchase.,2025-08-05
371,70,Male,Japan,156506,35,32,60.75,10,12,0.37,0,The website is easy to use.,2025-06-11
372,59,Male,Australia,170230,87,45,70.41,13,2,0.76,0,"Great experience, will shop again!",2025-06-24
373,31,Female,UK,67095,82,34,56.44,12,13,0.94,0,Good quality and value for money.,2025-08-25
374,70,Female,Canada,110988,6,30,51.02,11,10,0.21,0,"Great experience, will shop again!",2025-07-04
375,61,Male,India,24969,78,27,32.33,8,3,0.33,0,Good quality and value for money.,2025-07-30
376,49,Female,USA,118785,78,34,51.88,10,4,0.44,0,Good quality and value for money.,2025-06-25
377,36,Female,India,77611,11,18,39.59,7,15,0.04,0,Love the products and fast shipping.,2025-09-03
378,30,Female,UK,91859,18,26,38.41,10,23,0.73,1,The product did not match the description.,2023-12-08
379,65,Male,Germany,113406,65,29,62.96,8,22,0.45,0,Love the products and fast shipping.,2025-05-10
380,70,Female,India,63705,46,8,36.2,0,24,0.26,0,The website is easy to use.,2025-08-29
381,33,Male,USA,55994,66,29,44.49,9,24,0.97,0,The website is easy to use.,2025-05-26
382,28,Male,USA,136878,67,22,56.99,4,3,0.5,0,Good quality and value for money.,2025-05-19
383,40,Female,South Africa,29617,58,24,41.31,8,26,0.41,0,Good quality and value for money.,2025-06-27
384,44,Female,Japan,114141,43,9,41.44,0,21,0.73,0,Very satisfied with my purchase.,2025-10-03
385,30,Male,Brazil,26151,7,14,31.44,5,7,0.09,1,Customer service was unhelpful.,2025-02-04
386,42,Female,USA,100383,77,29,57.93,7,26,0.39,0,Good quality and value for money.,2025-06-21
387,64,Male,Brazil,83362,6,22,44.55,9,18,0.15,0,Love the products and fast shipping.,2025-06-02
388,65,Female,France,60882,3,29,29.61,13,15,0.83,1,Shipping was too slow.,2024-02-21
389,26,Male,Australia,70913,17,4,42.9,0,6,0.98,1,Customer service was unhelpful.,2024-01-20
390,29,Female,Australia,99889,66,29,51.72,9,7,0.88,0,The website is easy to use.,2025-09-02
391,50,Female,Japan,177212,45,37,67.46,12,16,0.89,0,The website is easy to use.,2025-09-29
392,32,Female,Canada,118752,94,29,53.43,7,11,0.98,0,Good quality and value for money.,2025-10-21
393,53,Male,USA,162942,88,41,65.05,11,28,0.66,0,Love the products and fast shipping.,2025-05-20
394,33,Male,Japan,99589,2,32,36.91,13,5,0.51,0,Love the products and fast shipping.,2025-09-06
395,41,Female,Brazil,65333,97,33,47.72,10,11,0.65,0,Very satisfied with my purchase.,2025-08-16
396,21,Female,India,60294,18,5,39.95,0,7,0.13,0,Very satisfied with my purchase.,2025-09-05
397,64,Female,Canada,49486,99,22,54.47,4,9,0.11,0,Very satisfied with my purchase.,2025-09-02
398,50,Female,USA,76219,63,19,47.07,4,24,0.4,0,The website is easy to use.,2025-05-15
399,64,Male,Germany,80878,33,15,42.8,4,24,0.42,0,Very satisfied with my purchase.,2025-09-10
400,43,Female,India,48395,11,21,27.17,8,26,0.14,0,Very satisfied with my purchase.,2025-07-09
401,63,Male,Canada,79293,82,34,55.79,10,5,0.75,0,Good quality and value for money.,2025-08-25
402,55,Male,UK,147808,73,35,64.22,10,26,0.79,0,Very satisfied with my purchase.,2025-06-19
403,31,Male,USA,129143,24,27,60.34,9,7,0.52,1,I will not be shopping here again.,2024-07-06
404,45,Male,Brazil,30712,14,28,34.44,12,14,0.76,0,Excellent customer service.,2025-06-12
405,57,Male,USA,136246,29,12,60.16,1,30,0.07,0,Excellent customer service.,2025-05-19
406,19,Female,India,42955,1,4,19.01,0,27,0.6,1,Shipping was too slow.,2024-01-14
407,23,Male,Australia,83687,14,11,46.75,2,7,0.33,0,"Great experience, will shop again!",2025-10-08
408,44,Female,India,65397,37,35,35.97,13,11,0.93,0,Love the products and fast shipping.,2025-05-03
409,44,Female,USA,44740,52,19,33.9,5,16,0.41,0,Excellent customer service.,2025-09-08
410,21,Male,India,67742,57,14,38.3,3,6,0.8,0,Excellent customer service.,2025-07-07
411,29,Female,Germany,74017,63,31,41.14,10,26,0.04,0,The website is easy to use.,2025-05-16
412,69,Female,Germany,87866,11,18,41.84,5,27,0.21,0,"Great experience, will shop again!",2025-10-24
413,68,Male,South Africa,37128,57,31,45.07,12,1,0.95,0,"Great experience, will shop again!",2025-07-07
414,64,Male,UK,55268,29,34,45.8,13,15,0.13,0,Love the products and fast shipping.,2025-06-27
415,59,Male,Japan,83916,20,29,41.34,12,16,0.12,0,Good quality and value for money.,2025-08-15
416,53,Male,Brazil,47034,57,16,37.54,3,21,0.74,0,Excellent customer service.,2025-08-03
417,67,Female,South Africa,40298,43,8,27.79,0,10,0.73,1,Customer service was unhelpful.,2024-10-12
418,63,Male,USA,132668,37,38,45.41,14,11,0.46,0,Very satisfied with my purchase.,2025-10-25
419,22,Male,Australia,98799,28,8,41.65,0,26,0.36,0,Good quality and value for money.,2025-06-30
420,60,Male,Germany,117399,44,20,49.21,4,1,0.44,0,Excellent customer service.,2025-06-19
421,49,Male,UK,71070,89,34,59.1,11,25,0.03,0,"Great experience, will shop again!",2025-08-12
422,34,Male,USA,104527,81,30,63.31,9,6,0.63,0,Good quality and value for money.,2025-06-15
423,19,Female,UK,121163,75,16,62.88,0,7,0.92,0,Love the products and fast shipping.,2025-09-27
424,45,Male,India,64940,8,29,34.89,11,8,0.24,0,Very satisfied with my purchase.,2025-08-28
425,29,Female,Canada,65744,10,20,28.49,8,14,0.95,1,"Poor quality, item broke after a week.",2024-08-23
426,24,Male,Canada,72492,25,17,30.58,6,20,0.06,0,Good quality and value for money.,2025-05-07
427,68,Male,Brazil,86337,10,11,32.88,2,17,0.32,0,"Great experience, will shop again!",2025-07-21
428,53,Female,Canada,141838,29,17,48.44,3,11,0.47,0,Very satisfied with my purchase.,2025-06-13
429,31,Male,South Africa,38924,17,5,24.85,1,3,0.29,1,Shipping was too slow.,2024-03-20
430,41,Male,Australia,76363,14,14,32.65,3,4,0.3,0,The website is easy to use.,2025-05-14
431,66,Female,Canada,150663,94,20,69.46,2,5,0.13,0,Good quality and value for money.,2025-06-11
432,63,Female,India,60960,65,40,36.6,14,11,0.44,0,Good quality and value for money.,2025-06-22
433,70,Male,USA,100034,13,37,43.13,15,18,0.0,1,I will not be shopping here again.,2024-06-22
434,51,Female,USA,63408,53,19,46.67,5,4,0.66,0,The website is easy to use.,2025-09-01
435,39,Female,India,58968,98,17,56.09,2,30,0.82,0,Love the products and fast shipping.,2025-06-28
436,70,Male,Germany,96472,27,12,43.19,3,7,0.8,1,I will not be shopping here again.,2024-05-24
437,37,Female,Japan,106701,53,24,61.52,6,9,0.22,0,"Great experience, will shop again!",2025-09-04
438,53,Male,Germany,170569,6,12,55.77,1,22,0.24,0,The website is easy to use.,2025-09-06
439,28,Male,Canada,139081,95,21,70.69,2,12,0.55,0,Very satisfied with my purchase.,2025-08-28
440,55,Male,Canada,136854,3,14,57.92,4,21,0.97,0,Good quality and value for money.,2025-05-12
441,66,Female,USA,68832,9,34,37.71,14,19,0.76,0,Good quality and value for money.,2025-08-06
442,54,Male,Brazil,92560,37,18,51.05,4,3,0.46,0,"Great experience, will shop again!",2025-06-08
443,59,Female,USA,177082,77,27,73.13,5,16,0.45,0,Love the products and fast shipping.,2025-07-06
444,22,Male,UK,116420,71,17,57.82,2,17,0.51,0,Love the products and fast shipping.,2025-06-27
445,62,Male,India,77551,26,24,41.91,8,12,0.27,0,Excellent customer service.,2025-05-15
446,43,Male,India,36514,70,17,45.21,5,5,0.23,0,"Great experience, will shop again!",2025-07-25
447,66,Female,Germany,52482,87,25,55.13,7,27,0.32,0,The website is easy to use.,2025-09-21
448,28,Male,USA,93200,12,19,46.92,6,29,0.5,0,Very satisfied with my purchase.,2025-05-10
449,19,Female,Germany,62968,26,9,40.86,1,27,0.37,0,"Great experience, will shop again!",2025-06-11
450,50,Female,Brazil,70696,81,15,43.84,2,26,0.69,0,"Great experience, will shop again!",2025-06-19
451,26,Male,UK,140841,87,28,65.7,5,8,0.37,0,The website is easy to use.,2025-08-29
452,65,Female,France,64161,94,45,51.04,15,12,0.37,0,Love the products and fast shipping.,2025-10-23
453,46,Female,Australia,76808,5,10,26.97,2,8,0.94,0,Good quality and value for money.,2025-05-20
454,20,Female,USA,55301,64,10,49.25,0,4,0.05,0,Excellent customer service.,2025-09-02
455,49,Female,USA,57526,3,2,24.83,0,11,0.49,0,"Great experience, will shop again!",2025-06-28
456,26,Male,UK,120345,63,29,65.64,7,6,0.86,0,"Great experience, will shop again!",2025-08-29
457,36,Male,Canada,126493,15,28,46.37,11,16,0.45,0,Excellent customer service.,2025-05-21
458,29,Male,USA,143686,46,29,57.0,9,10,0.07,0,Excellent customer service.,2025-08-27
459,41,Female,Germany,109802,87,26,59.07,6,29,0.44,0,Love the products and fast shipping.,2025-06-16
460,51,Female,UK,98082,91,40,53.37,13,4,0.69,0,Excellent customer service.,2025-06-08
461,47,Female,Brazil,26040,41,25,43.16,10,26,0.44,0,Very satisfied with my purchase.,2025-05-18
462,27,Female,USA,53710,36,6,31.03,0,29,0.42,0,Good quality and value for money.,2025-05-02
463,62,Female,Brazil,25545,49,19,27.53,7,3,0.12,0,Very satisfied with my purchase.,2025-10-27
464,57,Male,UK,99312,25,34,47.21,13,4,0.43,0,The website is easy to use.,2025-05-23
465,30,Female,USA,120886,22,12,52.36,1,30,0.5,0,Excellent customer service.,2025-07-30
466,59,Male,USA,81740,45,20,53.04,6,8,0.64,0,"Great experience, will shop again!",2025-08-22
467,25,Male,India,71734,56,18,51.84,5,19,0.07,0,Good quality and value for money.,2025-06-18
468,33,Male,Brazil,21751,80,16,34.02,4,18,0.4,0,"Great experience, will shop again!",2025-05-21
469,25,Female,India,46887,66,22,45.09,7,30,0.56,0,Good quality and value for money.,2025-08-13
470,47,Female,UK,144739,39,27,49.97,8,14,0.09,0,Excellent customer service.,2025-06-01
471,69,Female,USA,100288,11,31,40.12,12,28,0.25,0,Love the products and fast shipping.,2025-06-16
472,25,Female,Germany,53574,40,13,48.17,4,1,0.17,0,The website is easy to use.,2025-06-16
473,60,Female,Australia,170456,66,38,70.57,12,19,0.53,0,Love the products and fast shipping.,2025-05-25
474,57,Female,USA,164446,92,24,65.03,3,19,0.12,0,"Great experience, will shop again!",2025-10-18
475,42,Female,Australia,112387,49,19,61.42,4,7,0.61,0,Love the products and fast shipping.,2025-06-01
476,22,Female,Germany,83889,25,12,39.55,2,15,0.3,0,Good quality and value for money.,2025-10-22
477,30,Female,France,67526,73,31,41.49,10,30,0.75,0,Very satisfied with my purchase.,2025-05-25
